TID.string(),TSource.string(),TTestName.string(),TType.string(),TDescription.string(),TIssueName.string(),TIssueType.string(),TSeverity.int32(),TTesterSupport.string(),TPhase.string(),TSection.string(),TStep.string(),TIssueBackground.string(),TRemediationBackground.string(),TRef1.string(),TRef2.string(),TTRef.string(),TCweID.string(),TPCI.boolean(),TTop10.boolean(),TTop25.boolean(),TStdTest.boolean()
ASVS-V10.01.1,OWASP-ASVS,L3 Verify that a code analysis tool is in use that can detect potentially malici...,Malicious Code Verification Requirements,Verify that a code analysis tool is in use that can detect potentially malicious...,,,,"Verify that a code analysis tool is in use that can detect potentially malicious code, such as time functions, unsafe file operations and network connections.",V10 Malicious Code Verification Requirements,V10.1 Code Integrity Controls,214,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,749,,,,
ASVS-V10.02.1,OWASP-ASVS,L2/L3 Verify that the application source code and third party libraries do not c...,Malicious Code Verification Requirements,Verify that the application source code and third party libraries do not contain...,,,,"Verify that the application source code and third party libraries do not contain unauthorized phone home or data collection capabilities. Where such functionality exists, obtain the user's permission for it to operate  before collecting any data.",V10 Malicious Code Verification Requirements,V10.2 Malicious Code Search,215,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,359,,,,
ASVS-V10.02.2,OWASP-ASVS,L2/L3 Verify that the application does not ask for unnecessary or excessive perm...,Malicious Code Verification Requirements,Verify that the application does not ask for unnecessary or excessive permission...,,,,"Verify that the application does not ask for unnecessary or excessive permissions to privacy related features or sensors, such as contacts, cameras, microphones, or location.",V10 Malicious Code Verification Requirements,V10.2 Malicious Code Search,216,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,272,,,,
ASVS-V10.02.3,OWASP-ASVS,L3 Verify that the application source code and third party libraries do not cont...,Malicious Code Verification Requirements,Verify that the application source code and third party libraries do not contain...,,,,"Verify that the application source code and third party libraries do not contain back doors, such as hard-coded or additional undocumented accounts or keys, code obfuscation, undocumented binary blobs, rootkits, or anti-debugging, insecure debugging features, or otherwise out of date, insecure, or hidden functionality that could be used maliciously if discovered.",V10 Malicious Code Verification Requirements,V10.2 Malicious Code Search,217,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,507,,,,
ASVS-V10.02.4,OWASP-ASVS,L3 Verify that the application source code and third party libraries do not cont...,Malicious Code Verification Requirements,Verify that the application source code and third party libraries do not contain...,,,,Verify that the application source code and third party libraries do not contain time bombs by searching for date and time related functions.,V10 Malicious Code Verification Requirements,V10.2 Malicious Code Search,218,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,511,,,,
ASVS-V10.02.5,OWASP-ASVS,L3 Verify that the application source code and third party libraries do not cont...,Malicious Code Verification Requirements,Verify that the application source code and third party libraries do not contain...,,,,"Verify that the application source code and third party libraries do not contain malicious code, such as salami attacks, logic bypasses, or logic bombs.",V10 Malicious Code Verification Requirements,V10.2 Malicious Code Search,219,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,511,,,,
ASVS-V10.02.6,OWASP-ASVS,L3 Verify that the application source code and third party libraries do not cont...,Malicious Code Verification Requirements,Verify that the application source code and third party libraries do not contain...,,,,Verify that the application source code and third party libraries do not contain Easter eggs or any other potentially unwanted functionality.,V10 Malicious Code Verification Requirements,V10.2 Malicious Code Search,220,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,507,,,,
ASVS-V10.03.1,OWASP-ASVS,L1/L2/L3 Verify that if the application has a client or server auto-update featu...,Malicious Code Verification Requirements,"Verify that if the application has a client or server auto-update feature, updat...",,,,"Verify that if the application has a client or server auto-update feature, updates should be obtained over secure channels and digitally signed. The update code must validate the digital signature of the update before installing or executing the update.",V10 Malicious Code Verification Requirements,V10.3 Deployed Application Integrity Controls,221,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,16,,,,
ASVS-V10.03.2,OWASP-ASVS,"L1/L2/L3 Verify that the application employs integrity protections, such as code...",Malicious Code Verification Requirements,"Verify that the application employs integrity protections, such as code signing ...",,,,"Verify that the application employs integrity protections, such as code signing or subresource integrity. The application must not load or execute code from untrusted sources, such as loading includes, modules, plugins, code, or libraries from untrusted sources or the Internet.",V10 Malicious Code Verification Requirements,V10.3 Deployed Application Integrity Controls,222,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,353,,,,
ASVS-V10.03.3,OWASP-ASVS,L1/L2/L3 Verify that the application has protection from subdomain takeovers if ...,Malicious Code Verification Requirements,Verify that the application has protection from subdomain takeovers if the appli...,,,,"Verify that the application has protection from subdomain takeovers if the application relies upon DNS entries or DNS subdomains, such as expired domain names, out of date DNS pointers or CNAMEs, expired projects at public source code repos, or transient cloud APIs, serverless functions, or storage buckets (*autogen-bucket-id*.cloud.example.com) or similar. Protections can include ensuring that DNS names used by applications are regularly checked for expiry or change.",V10 Malicious Code Verification Requirements,V10.3 Deployed Application Integrity Controls,223,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x18-V10-Malicious.md,350,,,,
ASVS-V11.01.1,OWASP-ASVS,L1/L2/L3 Verify the application will only process business logic flows for the s...,Business Logic Verification Requirements,Verify the application will only process business logic flows for the same user ...,,,,Verify the application will only process business logic flows for the same user in sequential step order and without skipping steps.,V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,224,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,841,,,,TRUE
ASVS-V11.01.2,OWASP-ASVS,L1/L2/L3 Verify the application will only process business logic flows with all ...,Business Logic Verification Requirements,Verify the application will only process business logic flows with all steps bei...,,,,"Verify the application will only process business logic flows with all steps being processed in realistic human time, i.e. transactions are not submitted too quickly.",V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,225,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,799,,,,TRUE
ASVS-V11.01.3,OWASP-ASVS,L1/L2/L3 Verify the application has appropriate limits for specific business act...,Business Logic Verification Requirements,Verify the application has appropriate limits for specific business actions or t...,,,,Verify the application has appropriate limits for specific business actions or transactions which are correctly enforced on a per user basis.,V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,226,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,770,,,,TRUE
ASVS-V11.01.4,OWASP-ASVS,L1/L2/L3 Verify the application has sufficient anti-automation controls to detec...,Business Logic Verification Requirements,Verify the application has sufficient anti-automation controls to detect and pro...,,,,"Verify the application has sufficient anti-automation controls to detect and protect against data exfiltration, excessive business logic requests, excessive file uploads or denial of service attacks.",V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,227,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,770,,,,TRUE
ASVS-V11.01.5,OWASP-ASVS,L1/L2/L3 Verify the application has business logic limits or validation to prote...,Business Logic Verification Requirements,Verify the application has business logic limits or validation to protect agains...,,,,"Verify the application has business logic limits or validation to protect against likely business risks or threats, identified using threat modeling or similar methodologies.",V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,228,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,841,,,,TRUE
ASVS-V11.01.6,OWASP-ASVS,"L2/L3 Verify the application does not suffer from ""Time Of Check to Time Of Use""...",Business Logic Verification Requirements,"Verify the application does not suffer from ""Time Of Check to Time Of Use"" (TOCT...",,,,"Verify the application does not suffer from ""Time Of Check to Time Of Use"" (TOCTOU) issues or other race conditions for sensitive operations.",V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,229,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,367,,,,TRUE
ASVS-V11.01.7,OWASP-ASVS,L2/L3 Verify the application monitors for unusual events or activity from a busi...,Business Logic Verification Requirements,Verify the application monitors for unusual events or activity from a business l...,,,,"Verify the application monitors for unusual events or activity from a business logic perspective. For example, attempts to perform actions out of order or actions which a normal user would never attempt. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,230,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,754,,,,TRUE
ASVS-V11.01.8,OWASP-ASVS,L2/L3 Verify the application has configurable alerting when automated attacks or...,Business Logic Verification Requirements,Verify the application has configurable alerting when automated attacks or unusu...,,,,Verify the application has configurable alerting when automated attacks or unusual activity is detected.,V11 Business Logic Verification Requirements,V11.1 Business Logic Security Requirements,231,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x19-V11-BusLogic.md,390,,,,TRUE
ASVS-V12.01.1,OWASP-ASVS,L1/L2/L3 Verify that the application will not accept large files that could fill...,File and Resources Verification Requirements,Verify that the application will not accept large files that could fill up stora...,,,,Verify that the application will not accept large files that could fill up storage or cause a denial of service.,V12 File and Resources Verification Requirements,V12.1 File Upload Requirements,232,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,400,,,,
ASVS-V12.01.2,OWASP-ASVS,"L2/L3 Verify that compressed files are checked for ""zip bombs"" - small input fil...",File and Resources Verification Requirements,"Verify that compressed files are checked for ""zip bombs"" - small input files tha...",,,,"Verify that compressed files are checked for ""zip bombs"" - small input files that will decompress into huge files thus exhausting file storage limits.",V12 File and Resources Verification Requirements,V12.1 File Upload Requirements,233,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,409,,,,
ASVS-V12.01.3,OWASP-ASVS,L2/L3 Verify that a file size quota and maximum number of files per user is enfo...,File and Resources Verification Requirements,Verify that a file size quota and maximum number of files per user is enforced t...,,,,"Verify that a file size quota and maximum number of files per user is enforced to ensure that a single user cannot fill up the storage with too many files, or excessively large files.",V12 File and Resources Verification Requirements,V12.1 File Upload Requirements,234,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,770,,,,
ASVS-V12.02.1,OWASP-ASVS,L2/L3 Verify that files obtained from untrusted sources are validated to be of e...,File and Resources Verification Requirements,Verify that files obtained from untrusted sources are validated to be of expecte...,,,,Verify that files obtained from untrusted sources are validated to be of expected type based on the file's content.,V12 File and Resources Verification Requirements,V12.2 File Integrity Requirements,235,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,434,,,,
ASVS-V12.03.1,OWASP-ASVS,L1/L2/L3 Verify that user-submitted filename metadata is not used directly by sy...,File and Resources Verification Requirements,Verify that user-submitted filename metadata is not used directly by system or f...,,,,Verify that user-submitted filename metadata is not used directly by system or framework filesystems and that a URL API is used to protect against path traversal.,V12 File and Resources Verification Requirements,V12.3 File Execution Requirements,236,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,22,,,,
ASVS-V12.03.2,OWASP-ASVS,L1/L2/L3 Verify that user-submitted filename metadata is validated or ignored to...,File and Resources Verification Requirements,Verify that user-submitted filename metadata is validated or ignored to prevent ...,,,,"Verify that user-submitted filename metadata is validated or ignored to prevent the disclosure, creation, updating or removal of local files (LFI).",V12 File and Resources Verification Requirements,V12.3 File Execution Requirements,237,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,73,,,,
ASVS-V12.03.3,OWASP-ASVS,L1/L2/L3 Verify that user-submitted filename metadata is validated or ignored to...,File and Resources Verification Requirements,Verify that user-submitted filename metadata is validated or ignored to prevent ...,,,,Verify that user-submitted filename metadata is validated or ignored to prevent the disclosure or execution of remote files via Remote File Inclusion (RFI) or Server-side Request Forgery (SSRF) attacks. ,V12 File and Resources Verification Requirements,V12.3 File Execution Requirements,238,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,98,,,,
ASVS-V12.03.4,OWASP-ASVS,L1/L2/L3 Verify that the application protects against Reflective File Download (...,File and Resources Verification Requirements,Verify that the application protects against Reflective File Download (RFD) by v...,,,,"Verify that the application protects against Reflective File Download (RFD) by validating or ignoring user-submitted filenames in a JSON, JSONP, or URL parameter, the response Content-Type header should be set to text/plain, and the Content-Disposition header should have a fixed filename.",V12 File and Resources Verification Requirements,V12.3 File Execution Requirements,239,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,641,,,,
ASVS-V12.03.5,OWASP-ASVS,L1/L2/L3 Verify that untrusted file metadata is not used directly with system AP...,File and Resources Verification Requirements,Verify that untrusted file metadata is not used directly with system API or libr...,,,,"Verify that untrusted file metadata is not used directly with system API or libraries, to protect against OS command injection.",V12 File and Resources Verification Requirements,V12.3 File Execution Requirements,240,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,78,,,,
ASVS-V12.03.6,OWASP-ASVS,L2/L3 Verify that the application does not include and execute functionality fro...,File and Resources Verification Requirements,Verify that the application does not include and execute functionality from untr...,,,,"Verify that the application does not include and execute functionality from untrusted sources, such as unverified content distribution networks, JavaScript libraries, node npm libraries, or server-side DLLs.",V12 File and Resources Verification Requirements,V12.3 File Execution Requirements,241,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,829,,,,
ASVS-V12.04.1,OWASP-ASVS,L1/L2/L3 Verify that files obtained from untrusted sources are stored outside th...,File and Resources Verification Requirements,Verify that files obtained from untrusted sources are stored outside the web roo...,,,,"Verify that files obtained from untrusted sources are stored outside the web root, with limited permissions, preferably with strong validation.",V12 File and Resources Verification Requirements,V12.4 File Storage Requirements,242,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,922,,,,
ASVS-V12.04.2,OWASP-ASVS,L1/L2/L3 Verify that files obtained from untrusted sources are scanned by antivi...,File and Resources Verification Requirements,Verify that files obtained from untrusted sources are scanned by antivirus scann...,,,,Verify that files obtained from untrusted sources are scanned by antivirus scanners to prevent upload of known malicious content.,V12 File and Resources Verification Requirements,V12.4 File Storage Requirements,243,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,509,,,,
ASVS-V12.05.1,OWASP-ASVS,L1/L2/L3 Verify that the web tier is configured to serve only files with specifi...,File and Resources Verification Requirements,Verify that the web tier is configured to serve only files with specific file ex...,,,,"Verify that the web tier is configured to serve only files with specific file extensions to prevent unintentional information and source code leakage. For example, backup files (e.g. .bak), temporary working files (e.g. .swp), compressed files (.zip, .tar.gz, etc) and other extensions commonly used by editors should be blocked unless required.",V12 File and Resources Verification Requirements,V12.5 File Download Requirements,244,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,552,,,,
ASVS-V12.05.2,OWASP-ASVS,L1/L2/L3 Verify that direct requests to uploaded files will never be executed as...,File and Resources Verification Requirements,Verify that direct requests to uploaded files will never be executed as HTML/Jav...,,,,Verify that direct requests to uploaded files will never be executed as HTML/JavaScript content.,V12 File and Resources Verification Requirements,V12.5 File Download Requirements,245,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,434,,,,
ASVS-V12.06.1,OWASP-ASVS,L1/L2/L3 Verify that the web or application server is configured with an allow l...,File and Resources Verification Requirements,Verify that the web or application server is configured with an allow list of re...,,,,Verify that the web or application server is configured with an allow list of resources or systems to which the server can send requests or load data/files from.,V12 File and Resources Verification Requirements,V12.6 SSRF Protection Requirements,246,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x20-V12-Files-Resources.md,918,,,,TRUE
ASVS-V13.01.1,OWASP-ASVS,L1/L2/L3 Verify that all application components use the same encodings and parse...,API and Web Service Verification Requirements,Verify that all application components use the same encodings and parsers to avo...,,,,Verify that all application components use the same encodings and parsers to avoid parsing attacks that exploit different URI or file parsing behavior that could be used in SSRF and RFI attacks.,V13 API and Web Service Verification Requirements,V13.1 Generic Web Service Security Verification Requirements,247,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,116,,,,TRUE
ASVS-V13.01.2,OWASP-ASVS,L1/L2/L3 Verify that access to administration and management functions is limite...,API and Web Service Verification Requirements,Verify that access to administration and management functions is limited to auth...,,,,Verify that access to administration and management functions is limited to authorized administrators.,V13 API and Web Service Verification Requirements,V13.1 Generic Web Service Security Verification Requirements,248,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,419,,,,TRUE
ASVS-V13.01.3,OWASP-ASVS,"L1/L2/L3 Verify API URLs do not expose sensitive information, such as the API ke...",API and Web Service Verification Requirements,"Verify API URLs do not expose sensitive information, such as the API key, sessio...",,,,"Verify API URLs do not expose sensitive information, such as the API key, session tokens etc.",V13 API and Web Service Verification Requirements,V13.1 Generic Web Service Security Verification Requirements,249,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,598,,,,TRUE
ASVS-V13.01.4,OWASP-ASVS,"L2/L3 Verify that authorization decisions are made at both the URI, enforced by ...",API and Web Service Verification Requirements,"Verify that authorization decisions are made at both the URI, enforced by progra...",,,,"Verify that authorization decisions are made at both the URI, enforced by programmatic or declarative security at the controller or router, and at the resource level, enforced by model-based permissions.",V13 API and Web Service Verification Requirements,V13.1 Generic Web Service Security Verification Requirements,250,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,285,,,,TRUE
ASVS-V13.01.5,OWASP-ASVS,L2/L3 Verify that requests containing unexpected or missing content types are re...,API and Web Service Verification Requirements,Verify that requests containing unexpected or missing content types are rejected...,,,,Verify that requests containing unexpected or missing content types are rejected with appropriate headers (HTTP response status 406 Unacceptable or 415 Unsupported Media Type).,V13 API and Web Service Verification Requirements,V13.1 Generic Web Service Security Verification Requirements,251,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,434,,,,TRUE
ASVS-V13.02.1,OWASP-ASVS,L1/L2/L3 Verify that enabled RESTful HTTP methods are a valid choice for the use...,API and Web Service Verification Requirements,Verify that enabled RESTful HTTP methods are a valid choice for the user or acti...,,,,"Verify that enabled RESTful HTTP methods are a valid choice for the user or action, such as preventing normal users using DELETE or PUT on protected API or resources.",V13 API and Web Service Verification Requirements,V13.2 RESTful Web Service Verification Requirements,252,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,650,,,,TRUE
ASVS-V13.02.2,OWASP-ASVS,L1/L2/L3 Verify that JSON schema validation is in place and verified before acce...,API and Web Service Verification Requirements,Verify that JSON schema validation is in place and verified before accepting inp...,,,,Verify that JSON schema validation is in place and verified before accepting input.,V13 API and Web Service Verification Requirements,V13.2 RESTful Web Service Verification Requirements,253,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,20,,,,TRUE
ASVS-V13.02.3,OWASP-ASVS,L1/L2/L3 Verify that RESTful web services that utilize cookies are protected fro...,API and Web Service Verification Requirements,Verify that RESTful web services that utilize cookies are protected from Cross-S...,,,,"Verify that RESTful web services that utilize cookies are protected from Cross-Site Request Forgery via the use of at least one or more of the following: double submit cookie pattern, CSRF nonces, or Origin request header checks.",V13 API and Web Service Verification Requirements,V13.2 RESTful Web Service Verification Requirements,254,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,352,,,,TRUE
ASVS-V13.02.4,OWASP-ASVS,L2/L3 Verify that REST services have anti-automation controls to protect against...,API and Web Service Verification Requirements,Verify that REST services have anti-automation controls to protect against exces...,,,,"Verify that REST services have anti-automation controls to protect against excessive calls, especially if the API is unauthenticated.",V13 API and Web Service Verification Requirements,V13.2 RESTful Web Service Verification Requirements,255,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,770,,,,TRUE
ASVS-V13.02.5,OWASP-ASVS,L2/L3 Verify that REST services explicitly check the incoming Content-Type to be...,API and Web Service Verification Requirements,Verify that REST services explicitly check the incoming Content-Type to be the e...,,,,"Verify that REST services explicitly check the incoming Content-Type to be the expected one, such as application/xml or application/json.",V13 API and Web Service Verification Requirements,V13.2 RESTful Web Service Verification Requirements,256,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,436,,,,TRUE
ASVS-V13.02.6,OWASP-ASVS,L2/L3 Verify that the message headers and payload are trustworthy and not modifi...,API and Web Service Verification Requirements,Verify that the message headers and payload are trustworthy and not modified in ...,,,,Verify that the message headers and payload are trustworthy and not modified in transit. Requiring strong encryption for transport (TLS only) may be sufficient in many cases as it provides both confidentiality and integrity protection. Per-message digital signatures can provide additional assurance on top of the transport protections for high-security applications but bring with them additional complexity and risks to weigh against the benefits.,V13 API and Web Service Verification Requirements,V13.2 RESTful Web Service Verification Requirements,257,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,345,,,,TRUE
ASVS-V13.03.1,OWASP-ASVS,L1/L2/L3 Verify that XSD schema validation takes place to ensure a properly form...,API and Web Service Verification Requirements,Verify that XSD schema validation takes place to ensure a properly formed XML do...,,,,"Verify that XSD schema validation takes place to ensure a properly formed XML document, followed by validation of each input field before any processing of that data takes place.",V13 API and Web Service Verification Requirements,V13.3 SOAP Web Service Verification Requirements,258,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,20,,,,
ASVS-V13.03.2,OWASP-ASVS,L2/L3 Verify that the message payload is signed using WS-Security to ensure reli...,API and Web Service Verification Requirements,Verify that the message payload is signed using WS-Security to ensure reliable t...,,,,Verify that the message payload is signed using WS-Security to ensure reliable transport between client and service.,V13 API and Web Service Verification Requirements,V13.3 SOAP Web Service Verification Requirements,259,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,345,,,,
ASVS-V13.04.1,OWASP-ASVS,L2/L3 Verify that a query allow list or a combination of depth limiting and amou...,API and Web Service Verification Requirements,Verify that a query allow list or a combination of depth limiting and amount lim...,,,,"Verify that a query allow list or a combination of depth limiting and amount limiting is used to prevent GraphQL or data layer expression Denial of Service (DoS) as a result of expensive, nested queries. For more advanced scenarios, query cost analysis should be used.",V13 API and Web Service Verification Requirements,V13.4 GraphQL and other Web Service Data Layer Security Requirements,260,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,770,,,,
ASVS-V13.04.2,OWASP-ASVS,L2/L3 Verify that GraphQL or other data layer authorization logic should be impl...,API and Web Service Verification Requirements,Verify that GraphQL or other data layer authorization logic should be implemente...,,,,Verify that GraphQL or other data layer authorization logic should be implemented at the business logic layer instead of the GraphQL layer.,V13 API and Web Service Verification Requirements,V13.4 GraphQL and other Web Service Data Layer Security Requirements,261,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x21-V13-API.md,285,,,,
ASVS-V14.01.1,OWASP-ASVS,L2/L3 Verify that the application build and deployment processes are performed i...,Configuration Verification Requirements,Verify that the application build and deployment processes are performed in a se...,,,,"Verify that the application build and deployment processes are performed in a secure and repeatable way, such as CI / CD automation, automated configuration management, and automated deployment scripts.",V14 Configuration Verification Requirements,V14.1 Build,262,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,0,,,,
ASVS-V14.01.2,OWASP-ASVS,L2/L3 Verify that compiler flags are configured to enable all available buffer o...,Configuration Verification Requirements,Verify that compiler flags are configured to enable all available buffer overflo...,,,,"Verify that compiler flags are configured to enable all available buffer overflow protections and warnings, including stack randomization, data execution prevention, and to break the build if an unsafe pointer, memory, format string, integer, or string operations are found.",V14 Configuration Verification Requirements,V14.1 Build,263,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,120,,,,
ASVS-V14.01.3,OWASP-ASVS,L2/L3 Verify that server configuration is hardened as per the recommendations of...,Configuration Verification Requirements,Verify that server configuration is hardened as per the recommendations of the a...,,,,Verify that server configuration is hardened as per the recommendations of the application server and frameworks in use.,V14 Configuration Verification Requirements,V14.1 Build,264,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,16,,,,
ASVS-V14.01.4,OWASP-ASVS,"L2/L3 Verify that the application, configuration, and all dependencies can be re...",Configuration Verification Requirements,"Verify that the application, configuration, and all dependencies can be re-deplo...",,,,"Verify that the application, configuration, and all dependencies can be re-deployed using automated deployment scripts, built from a documented and tested runbook in a reasonable time, or restored from backups in a timely fashion.",V14 Configuration Verification Requirements,V14.1 Build,265,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,0,,,,
ASVS-V14.01.5,OWASP-ASVS,L3 Verify that authorized administrators can verify the integrity of all securit...,Configuration Verification Requirements,Verify that authorized administrators can verify the integrity of all security-r...,,,,Verify that authorized administrators can verify the integrity of all security-relevant configurations to detect tampering.,V14 Configuration Verification Requirements,V14.1 Build,266,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,0,,,,
ASVS-V14.02.1,OWASP-ASVS,"L1/L2/L3 Verify that all components are up to date, preferably using a dependenc...",Configuration Verification Requirements,"Verify that all components are up to date, preferably using a dependency checker...",,,,"Verify that all components are up to date, preferably using a dependency checker during build or compile time. ([C2](https://owasp.org/www-project-proactive-controls/#div-numbering))",V14 Configuration Verification Requirements,V14.2 Dependency,267,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,1026,,,,
ASVS-V14.02.2,OWASP-ASVS,"L1/L2/L3 Verify that all unneeded features, documentation, samples, configuratio...",Configuration Verification Requirements,"Verify that all unneeded features, documentation, samples, configurations are re...",,,,"Verify that all unneeded features, documentation, samples, configurations are removed, such as sample applications, platform documentation, and default or example users.",V14 Configuration Verification Requirements,V14.2 Dependency,268,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,1002,,,,
ASVS-V14.02.3,OWASP-ASVS,"L1/L2/L3 Verify that if application assets, such as JavaScript libraries, CSS or...",Configuration Verification Requirements,"Verify that if application assets, such as JavaScript libraries, CSS or web font...",,,,"Verify that if application assets, such as JavaScript libraries, CSS or web fonts, are hosted externally on a Content Delivery Network (CDN) or external provider, Subresource Integrity (SRI) is used to validate the integrity of the asset.",V14 Configuration Verification Requirements,V14.2 Dependency,269,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,829,,,,
ASVS-V14.02.4,OWASP-ASVS,"L2/L3 Verify that third party components come from pre-defined, trusted and cont...",Configuration Verification Requirements,"Verify that third party components come from pre-defined, trusted and continuall...",,,,"Verify that third party components come from pre-defined, trusted and continually maintained repositories. ([C2](https://owasp.org/www-project-proactive-controls/#div-numbering))",V14 Configuration Verification Requirements,V14.2 Dependency,270,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,829,,,,
